dt_frais;montant;path_justificatif;description;type_frais
08/10/2018;26.4;FA24E363B5C193436C70FAC4E12E9E897.jpeg;Déjeuner avec La directrice Programme AKIMA ALOUACHE;Kilométriques
08/10/2018;26.4;FA24E363B5C193436C70FAC4E12E9E897.jpeg;Déjeuner avec La directrice Programme AKIMA ALOUACHE;Deplacement
08/10/2018;26.4;FA24E363B5C193436C70FAC4E12E9E897.jpeg;Déjeuner avec La directrice Programme AKIMA ALOUACHE;Hébergement
08/10/2018;26.4;FA24E363B5C193436C70FAC4E12E9E897.jpeg;Déjeuner avec La directrice Programme AKIMA ALOUACHE;Restaurant
08/10/2018;26.4;FA24E363B5C193436C70FAC4E12E9E897.jpeg;Déjeuner avec La directrice Programme AKIMA ALOUACHE;Téléphone
08/10/2018;26.4;FA24E363B5C193436C70FAC4E12E9E897.jpeg;Déjeuner avec La directrice Programme AKIMA ALOUACHE;Timbre
08/10/2018;26.4;FA24E363B5C193436C70FAC4E12E9E897.jpeg;Déjeuner avec La directrice Programme AKIMA ALOUACHE;Fourniture 
08/10/2018;26.4;FA24E363B5C193436C70FAC4E12E9E897.jpeg;Déjeuner avec La directrice Programme AKIMA ALOUACHE;Autres
17/10/2018;55.5;6C5CDF94BBCD93570365950159C033747.jpg;Suivi mission des consultants;Kilométriques
17/10/2018;55.5;6C5CDF94BBCD93570365950159C033747.jpg;Suivi mission des consultants;Deplacement
17/10/2018;55.5;6C5CDF94BBCD93570365950159C033747.jpg;Suivi mission des consultants;Hébergement
17/10/2018;55.5;6C5CDF94BBCD93570365950159C033747.jpg;Suivi mission des consultants;Restaurant
17/10/2018;55.5;6C5CDF94BBCD93570365950159C033747.jpg;Suivi mission des consultants;Téléphone
17/10/2018;55.5;6C5CDF94BBCD93570365950159C033747.jpg;Suivi mission des consultants;Timbre
17/10/2018;55.5;6C5CDF94BBCD93570365950159C033747.jpg;Suivi mission des consultants;Fourniture 
17/10/2018;55.5;6C5CDF94BBCD93570365950159C033747.jpg;Suivi mission des consultants;Autres
02/10/2018;19;76B9A298629DC14C6E1D0DD498931749S.pdf;frais de train sggl.;Kilométriques
02/10/2018;19;76B9A298629DC14C6E1D0DD498931749S.pdf;frais de train sggl.;Deplacement
02/10/2018;19;76B9A298629DC14C6E1D0DD498931749S.pdf;frais de train sggl.;Hébergement
02/10/2018;19;76B9A298629DC14C6E1D0DD498931749S.pdf;frais de train sggl.;Restaurant
02/10/2018;19;76B9A298629DC14C6E1D0DD498931749S.pdf;frais de train sggl.;Téléphone
02/10/2018;19;76B9A298629DC14C6E1D0DD498931749S.pdf;frais de train sggl.;Timbre
02/10/2018;19;76B9A298629DC14C6E1D0DD498931749S.pdf;frais de train sggl.;Fourniture 
02/10/2018;19;76B9A298629DC14C6E1D0DD498931749S.pdf;frais de train sggl.;Autres
16/10/2018;86.9;580BBD73FBEEF3DCD1BAB7BC3D567B9Bu.pdf;VOYAGE SAINT-MALO===>PARIS;Kilométriques
16/10/2018;86.9;580BBD73FBEEF3DCD1BAB7BC3D567B9Bu.pdf;VOYAGE SAINT-MALO===>PARIS;Deplacement
16/10/2018;86.9;580BBD73FBEEF3DCD1BAB7BC3D567B9Bu.pdf;VOYAGE SAINT-MALO===>PARIS;Hébergement
16/10/2018;86.9;580BBD73FBEEF3DCD1BAB7BC3D567B9Bu.pdf;VOYAGE SAINT-MALO===>PARIS;Restaurant
16/10/2018;86.9;580BBD73FBEEF3DCD1BAB7BC3D567B9Bu.pdf;VOYAGE SAINT-MALO===>PARIS;Téléphone
16/10/2018;86.9;580BBD73FBEEF3DCD1BAB7BC3D567B9Bu.pdf;VOYAGE SAINT-MALO===>PARIS;Timbre
16/10/2018;86.9;580BBD73FBEEF3DCD1BAB7BC3D567B9Bu.pdf;VOYAGE SAINT-MALO===>PARIS;Fourniture 
16/10/2018;86.9;580BBD73FBEEF3DCD1BAB7BC3D567B9Bu.pdf;VOYAGE SAINT-MALO===>PARIS;Autres
17/10/2018;100.8;5E2E29628576A3730ECAA972C0204F4Dy.pdf;VOYAGE PARIS==>SAINT-MALO;Kilométriques
17/10/2018;100.8;5E2E29628576A3730ECAA972C0204F4Dy.pdf;VOYAGE PARIS==>SAINT-MALO;Deplacement
17/10/2018;100.8;5E2E29628576A3730ECAA972C0204F4Dy.pdf;VOYAGE PARIS==>SAINT-MALO;Hébergement
17/10/2018;100.8;5E2E29628576A3730ECAA972C0204F4Dy.pdf;VOYAGE PARIS==>SAINT-MALO;Restaurant
17/10/2018;100.8;5E2E29628576A3730ECAA972C0204F4Dy.pdf;VOYAGE PARIS==>SAINT-MALO;Téléphone
17/10/2018;100.8;5E2E29628576A3730ECAA972C0204F4Dy.pdf;VOYAGE PARIS==>SAINT-MALO;Timbre
17/10/2018;100.8;5E2E29628576A3730ECAA972C0204F4Dy.pdf;VOYAGE PARIS==>SAINT-MALO;Fourniture 
17/10/2018;100.8;5E2E29628576A3730ECAA972C0204F4Dy.pdf;VOYAGE PARIS==>SAINT-MALO;Autres
13/10/2018;15.61;09C4F4267BA9328B0E85610FECC01C52].jpg;Formation Java 13/14 octobre;Kilométriques
13/10/2018;15.61;09C4F4267BA9328B0E85610FECC01C52].jpg;Formation Java 13/14 octobre;Deplacement
13/10/2018;15.61;09C4F4267BA9328B0E85610FECC01C52].jpg;Formation Java 13/14 octobre;Hébergement
13/10/2018;15.61;09C4F4267BA9328B0E85610FECC01C52].jpg;Formation Java 13/14 octobre;Restaurant
13/10/2018;15.61;09C4F4267BA9328B0E85610FECC01C52].jpg;Formation Java 13/14 octobre;Téléphone
13/10/2018;15.61;09C4F4267BA9328B0E85610FECC01C52].jpg;Formation Java 13/14 octobre;Timbre
13/10/2018;15.61;09C4F4267BA9328B0E85610FECC01C52].jpg;Formation Java 13/14 octobre;Fourniture 
13/10/2018;15.61;09C4F4267BA9328B0E85610FECC01C52].jpg;Formation Java 13/14 octobre;Autres
21/10/2018;31.6;01A68B831F7B2777761A0B937A4EC5B2].jpg;"Formation Java week end 2 
";Kilométriques
21/10/2018;31.6;01A68B831F7B2777761A0B937A4EC5B2].jpg;"Formation Java week end 2 
";Deplacement
21/10/2018;31.6;01A68B831F7B2777761A0B937A4EC5B2].jpg;"Formation Java week end 2 
";Hébergement
21/10/2018;31.6;01A68B831F7B2777761A0B937A4EC5B2].jpg;"Formation Java week end 2 
";Restaurant
21/10/2018;31.6;01A68B831F7B2777761A0B937A4EC5B2].jpg;"Formation Java week end 2 
";Téléphone
21/10/2018;31.6;01A68B831F7B2777761A0B937A4EC5B2].jpg;"Formation Java week end 2 
";Timbre
21/10/2018;31.6;01A68B831F7B2777761A0B937A4EC5B2].jpg;"Formation Java week end 2 
";Fourniture 
21/10/2018;31.6;01A68B831F7B2777761A0B937A4EC5B2].jpg;"Formation Java week end 2 
";Autres
04/10/2018;22.4;435A95403DC218210F180EA3139EABBC1.jpg;Courrier Recommandé;Kilométriques
04/10/2018;22.4;435A95403DC218210F180EA3139EABBC1.jpg;Courrier Recommandé;Deplacement
04/10/2018;22.4;435A95403DC218210F180EA3139EABBC1.jpg;Courrier Recommandé;Hébergement
04/10/2018;22.4;435A95403DC218210F180EA3139EABBC1.jpg;Courrier Recommandé;Restaurant
04/10/2018;22.4;435A95403DC218210F180EA3139EABBC1.jpg;Courrier Recommandé;Téléphone
04/10/2018;22.4;435A95403DC218210F180EA3139EABBC1.jpg;Courrier Recommandé;Timbre
04/10/2018;22.4;435A95403DC218210F180EA3139EABBC1.jpg;Courrier Recommandé;Fourniture 
04/10/2018;22.4;435A95403DC218210F180EA3139EABBC1.jpg;Courrier Recommandé;Autres
26/10/2018;25;88D56CA9C0E42655317706F23AD9918DE.pdf;abonnement à la plateforme de formation linuxacademy.;Kilométriques
26/10/2018;25;88D56CA9C0E42655317706F23AD9918DE.pdf;abonnement à la plateforme de formation linuxacademy.;Deplacement
26/10/2018;25;88D56CA9C0E42655317706F23AD9918DE.pdf;abonnement à la plateforme de formation linuxacademy.;Hébergement
26/10/2018;25;88D56CA9C0E42655317706F23AD9918DE.pdf;abonnement à la plateforme de formation linuxacademy.;Restaurant
26/10/2018;25;88D56CA9C0E42655317706F23AD9918DE.pdf;abonnement à la plateforme de formation linuxacademy.;Téléphone
26/10/2018;25;88D56CA9C0E42655317706F23AD9918DE.pdf;abonnement à la plateforme de formation linuxacademy.;Timbre
26/10/2018;25;88D56CA9C0E42655317706F23AD9918DE.pdf;abonnement à la plateforme de formation linuxacademy.;Fourniture 
26/10/2018;25;88D56CA9C0E42655317706F23AD9918DE.pdf;abonnement à la plateforme de formation linuxacademy.;Autres
26/10/2018;396.1;440C8D4B08B81E2CE7A2D503E163D7E2t.pdf;Droits universitaires perçus par l'Université de Technologie de Belfort-Montbéliard;Kilométriques
26/10/2018;396.1;440C8D4B08B81E2CE7A2D503E163D7E2t.pdf;Droits universitaires perçus par l'Université de Technologie de Belfort-Montbéliard;Deplacement
26/10/2018;396.1;440C8D4B08B81E2CE7A2D503E163D7E2t.pdf;Droits universitaires perçus par l'Université de Technologie de Belfort-Montbéliard;Hébergement
26/10/2018;396.1;440C8D4B08B81E2CE7A2D503E163D7E2t.pdf;Droits universitaires perçus par l'Université de Technologie de Belfort-Montbéliard;Restaurant
26/10/2018;396.1;440C8D4B08B81E2CE7A2D503E163D7E2t.pdf;Droits universitaires perçus par l'Université de Technologie de Belfort-Montbéliard;Téléphone
26/10/2018;396.1;440C8D4B08B81E2CE7A2D503E163D7E2t.pdf;Droits universitaires perçus par l'Université de Technologie de Belfort-Montbéliard;Timbre
26/10/2018;396.1;440C8D4B08B81E2CE7A2D503E163D7E2t.pdf;Droits universitaires perçus par l'Université de Technologie de Belfort-Montbéliard;Fourniture 
26/10/2018;396.1;440C8D4B08B81E2CE7A2D503E163D7E2t.pdf;Droits universitaires perçus par l'Université de Technologie de Belfort-Montbéliard;Autres
24/10/2018;17.5;6CFEC351AAE8457B429258DD3DDC5C948.pdf;Frais Restaurant pour la soirée du 24/10/2018 (Formation Power BI pour Webhelp);Kilométriques
24/10/2018;17.5;6CFEC351AAE8457B429258DD3DDC5C948.pdf;Frais Restaurant pour la soirée du 24/10/2018 (Formation Power BI pour Webhelp);Deplacement
24/10/2018;17.5;6CFEC351AAE8457B429258DD3DDC5C948.pdf;Frais Restaurant pour la soirée du 24/10/2018 (Formation Power BI pour Webhelp);Hébergement
24/10/2018;17.5;6CFEC351AAE8457B429258DD3DDC5C948.pdf;Frais Restaurant pour la soirée du 24/10/2018 (Formation Power BI pour Webhelp);Restaurant
24/10/2018;17.5;6CFEC351AAE8457B429258DD3DDC5C948.pdf;Frais Restaurant pour la soirée du 24/10/2018 (Formation Power BI pour Webhelp);Téléphone
24/10/2018;17.5;6CFEC351AAE8457B429258DD3DDC5C948.pdf;Frais Restaurant pour la soirée du 24/10/2018 (Formation Power BI pour Webhelp);Timbre
24/10/2018;17.5;6CFEC351AAE8457B429258DD3DDC5C948.pdf;Frais Restaurant pour la soirée du 24/10/2018 (Formation Power BI pour Webhelp);Fourniture 
24/10/2018;17.5;6CFEC351AAE8457B429258DD3DDC5C948.pdf;Frais Restaurant pour la soirée du 24/10/2018 (Formation Power BI pour Webhelp);Autres
25/10/2018;57.7;FE338B30F55CA8AB47BC767083235268A.pdf;Billet de train Paris- Caen (Aller retour);Kilométriques
25/10/2018;57.7;FE338B30F55CA8AB47BC767083235268A.pdf;Billet de train Paris- Caen (Aller retour);Deplacement
25/10/2018;57.7;FE338B30F55CA8AB47BC767083235268A.pdf;Billet de train Paris- Caen (Aller retour);Hébergement
25/10/2018;57.7;FE338B30F55CA8AB47BC767083235268A.pdf;Billet de train Paris- Caen (Aller retour);Restaurant
25/10/2018;57.7;FE338B30F55CA8AB47BC767083235268A.pdf;Billet de train Paris- Caen (Aller retour);Téléphone
25/10/2018;57.7;FE338B30F55CA8AB47BC767083235268A.pdf;Billet de train Paris- Caen (Aller retour);Timbre
25/10/2018;57.7;FE338B30F55CA8AB47BC767083235268A.pdf;Billet de train Paris- Caen (Aller retour);Fourniture 
25/10/2018;57.7;FE338B30F55CA8AB47BC767083235268A.pdf;Billet de train Paris- Caen (Aller retour);Autres
25/10/2018;100.5;EBC9C7A47B13A2E0EAD61F5B9310C9EDS.pdf;Nuit à l'hotel IBIS (Formation Power BI pour Webhelp);Kilométriques
25/10/2018;100.5;EBC9C7A47B13A2E0EAD61F5B9310C9EDS.pdf;Nuit à l'hotel IBIS (Formation Power BI pour Webhelp);Deplacement
25/10/2018;100.5;EBC9C7A47B13A2E0EAD61F5B9310C9EDS.pdf;Nuit à l'hotel IBIS (Formation Power BI pour Webhelp);Hébergement
25/10/2018;100.5;EBC9C7A47B13A2E0EAD61F5B9310C9EDS.pdf;Nuit à l'hotel IBIS (Formation Power BI pour Webhelp);Restaurant
25/10/2018;100.5;EBC9C7A47B13A2E0EAD61F5B9310C9EDS.pdf;Nuit à l'hotel IBIS (Formation Power BI pour Webhelp);Téléphone
25/10/2018;100.5;EBC9C7A47B13A2E0EAD61F5B9310C9EDS.pdf;Nuit à l'hotel IBIS (Formation Power BI pour Webhelp);Timbre
25/10/2018;100.5;EBC9C7A47B13A2E0EAD61F5B9310C9EDS.pdf;Nuit à l'hotel IBIS (Formation Power BI pour Webhelp);Fourniture 
25/10/2018;100.5;EBC9C7A47B13A2E0EAD61F5B9310C9EDS.pdf;Nuit à l'hotel IBIS (Formation Power BI pour Webhelp);Autres
25/10/2018;12.6;4DD428CC64BE16BAE6F6ACCDDC47FF14i.pdf;Frais taxi (Formation Power BI pour Webhelp);Kilométriques
25/10/2018;12.6;4DD428CC64BE16BAE6F6ACCDDC47FF14i.pdf;Frais taxi (Formation Power BI pour Webhelp);Deplacement
25/10/2018;12.6;4DD428CC64BE16BAE6F6ACCDDC47FF14i.pdf;Frais taxi (Formation Power BI pour Webhelp);Hébergement
25/10/2018;12.6;4DD428CC64BE16BAE6F6ACCDDC47FF14i.pdf;Frais taxi (Formation Power BI pour Webhelp);Restaurant
25/10/2018;12.6;4DD428CC64BE16BAE6F6ACCDDC47FF14i.pdf;Frais taxi (Formation Power BI pour Webhelp);Téléphone
25/10/2018;12.6;4DD428CC64BE16BAE6F6ACCDDC47FF14i.pdf;Frais taxi (Formation Power BI pour Webhelp);Timbre
25/10/2018;12.6;4DD428CC64BE16BAE6F6ACCDDC47FF14i.pdf;Frais taxi (Formation Power BI pour Webhelp);Fourniture 
25/10/2018;12.6;4DD428CC64BE16BAE6F6ACCDDC47FF14i.pdf;Frais taxi (Formation Power BI pour Webhelp);Autres
25/10/2018;7.53;25552EC72A1E9B1694D3224CAA1963A7t.pdf;Frais restaurant midi (Formation Power BI pour Webhelp);Kilométriques
25/10/2018;7.53;25552EC72A1E9B1694D3224CAA1963A7t.pdf;Frais restaurant midi (Formation Power BI pour Webhelp);Deplacement
25/10/2018;7.53;25552EC72A1E9B1694D3224CAA1963A7t.pdf;Frais restaurant midi (Formation Power BI pour Webhelp);Hébergement
25/10/2018;7.53;25552EC72A1E9B1694D3224CAA1963A7t.pdf;Frais restaurant midi (Formation Power BI pour Webhelp);Restaurant
25/10/2018;7.53;25552EC72A1E9B1694D3224CAA1963A7t.pdf;Frais restaurant midi (Formation Power BI pour Webhelp);Téléphone
25/10/2018;7.53;25552EC72A1E9B1694D3224CAA1963A7t.pdf;Frais restaurant midi (Formation Power BI pour Webhelp);Timbre
25/10/2018;7.53;25552EC72A1E9B1694D3224CAA1963A7t.pdf;Frais restaurant midi (Formation Power BI pour Webhelp);Fourniture 
25/10/2018;7.53;25552EC72A1E9B1694D3224CAA1963A7t.pdf;Frais restaurant midi (Formation Power BI pour Webhelp);Autres
25/10/2018;6.8;996595A412333A39B7A0804F584B74AER.pdf;Frais restaurant (Formation Power BI pour Webhelp);Kilométriques
25/10/2018;6.8;996595A412333A39B7A0804F584B74AER.pdf;Frais restaurant (Formation Power BI pour Webhelp);Deplacement
25/10/2018;6.8;996595A412333A39B7A0804F584B74AER.pdf;Frais restaurant (Formation Power BI pour Webhelp);Hébergement
25/10/2018;6.8;996595A412333A39B7A0804F584B74AER.pdf;Frais restaurant (Formation Power BI pour Webhelp);Restaurant
25/10/2018;6.8;996595A412333A39B7A0804F584B74AER.pdf;Frais restaurant (Formation Power BI pour Webhelp);Téléphone
25/10/2018;6.8;996595A412333A39B7A0804F584B74AER.pdf;Frais restaurant (Formation Power BI pour Webhelp);Timbre
25/10/2018;6.8;996595A412333A39B7A0804F584B74AER.pdf;Frais restaurant (Formation Power BI pour Webhelp);Fourniture 
25/10/2018;6.8;996595A412333A39B7A0804F584B74AER.pdf;Frais restaurant (Formation Power BI pour Webhelp);Autres
05/11/2018;46.5;A63E3B86ECC82F921796E41B481840C3 .jpg;"Billet SNCF Aller / Retour par TRAIN 
trajet : PARIS - BLOIS 
Aller : 05/11/2018
retour : 06/11/2018";Kilométriques
05/11/2018;46.5;A63E3B86ECC82F921796E41B481840C3 .jpg;"Billet SNCF Aller / Retour par TRAIN 
trajet : PARIS - BLOIS 
Aller : 05/11/2018
retour : 06/11/2018";Deplacement
05/11/2018;46.5;A63E3B86ECC82F921796E41B481840C3 .jpg;"Billet SNCF Aller / Retour par TRAIN 
trajet : PARIS - BLOIS 
Aller : 05/11/2018
retour : 06/11/2018";Hébergement
05/11/2018;46.5;A63E3B86ECC82F921796E41B481840C3 .jpg;"Billet SNCF Aller / Retour par TRAIN 
trajet : PARIS - BLOIS 
Aller : 05/11/2018
retour : 06/11/2018";Restaurant
05/11/2018;46.5;A63E3B86ECC82F921796E41B481840C3 .jpg;"Billet SNCF Aller / Retour par TRAIN 
trajet : PARIS - BLOIS 
Aller : 05/11/2018
retour : 06/11/2018";Téléphone
05/11/2018;46.5;A63E3B86ECC82F921796E41B481840C3 .jpg;"Billet SNCF Aller / Retour par TRAIN 
trajet : PARIS - BLOIS 
Aller : 05/11/2018
retour : 06/11/2018";Timbre
05/11/2018;46.5;A63E3B86ECC82F921796E41B481840C3 .jpg;"Billet SNCF Aller / Retour par TRAIN 
trajet : PARIS - BLOIS 
Aller : 05/11/2018
retour : 06/11/2018";Fourniture 
05/11/2018;46.5;A63E3B86ECC82F921796E41B481840C3 .jpg;"Billet SNCF Aller / Retour par TRAIN 
trajet : PARIS - BLOIS 
Aller : 05/11/2018
retour : 06/11/2018";Autres
05/11/2018;16.9;2440EF0249F91AD06B4B2C1EF24EA5C9n.jpg;Frais repas du midi à BLOIS du 05/11/2018;Kilométriques
05/11/2018;16.9;2440EF0249F91AD06B4B2C1EF24EA5C9n.jpg;Frais repas du midi à BLOIS du 05/11/2018;Deplacement
05/11/2018;16.9;2440EF0249F91AD06B4B2C1EF24EA5C9n.jpg;Frais repas du midi à BLOIS du 05/11/2018;Hébergement
05/11/2018;16.9;2440EF0249F91AD06B4B2C1EF24EA5C9n.jpg;Frais repas du midi à BLOIS du 05/11/2018;Restaurant
05/11/2018;16.9;2440EF0249F91AD06B4B2C1EF24EA5C9n.jpg;Frais repas du midi à BLOIS du 05/11/2018;Téléphone
05/11/2018;16.9;2440EF0249F91AD06B4B2C1EF24EA5C9n.jpg;Frais repas du midi à BLOIS du 05/11/2018;Timbre
05/11/2018;16.9;2440EF0249F91AD06B4B2C1EF24EA5C9n.jpg;Frais repas du midi à BLOIS du 05/11/2018;Fourniture 
05/11/2018;16.9;2440EF0249F91AD06B4B2C1EF24EA5C9n.jpg;Frais repas du midi à BLOIS du 05/11/2018;Autres
06/11/2018;71.83;0B9033488B7DBA58E7B43336ADF79C18n.jpg;Chambre à l’hôtel le monarque à BLOIS;Kilométriques
06/11/2018;71.83;0B9033488B7DBA58E7B43336ADF79C18n.jpg;Chambre à l’hôtel le monarque à BLOIS;Deplacement
06/11/2018;71.83;0B9033488B7DBA58E7B43336ADF79C18n.jpg;Chambre à l’hôtel le monarque à BLOIS;Hébergement
06/11/2018;71.83;0B9033488B7DBA58E7B43336ADF79C18n.jpg;Chambre à l’hôtel le monarque à BLOIS;Restaurant
06/11/2018;71.83;0B9033488B7DBA58E7B43336ADF79C18n.jpg;Chambre à l’hôtel le monarque à BLOIS;Téléphone
06/11/2018;71.83;0B9033488B7DBA58E7B43336ADF79C18n.jpg;Chambre à l’hôtel le monarque à BLOIS;Timbre
06/11/2018;71.83;0B9033488B7DBA58E7B43336ADF79C18n.jpg;Chambre à l’hôtel le monarque à BLOIS;Fourniture 
06/11/2018;71.83;0B9033488B7DBA58E7B43336ADF79C18n.jpg;Chambre à l’hôtel le monarque à BLOIS;Autres
06/11/2018;21.63;0246AFCA611AD37DC87FDF70B9B8BC40n.jpg;Déplacement en taxi du siège de SAINT GOBIN vers la gare SNCF de BLOIS;Kilométriques
06/11/2018;21.63;0246AFCA611AD37DC87FDF70B9B8BC40n.jpg;Déplacement en taxi du siège de SAINT GOBIN vers la gare SNCF de BLOIS;Deplacement
06/11/2018;21.63;0246AFCA611AD37DC87FDF70B9B8BC40n.jpg;Déplacement en taxi du siège de SAINT GOBIN vers la gare SNCF de BLOIS;Hébergement
06/11/2018;21.63;0246AFCA611AD37DC87FDF70B9B8BC40n.jpg;Déplacement en taxi du siège de SAINT GOBIN vers la gare SNCF de BLOIS;Restaurant
06/11/2018;21.63;0246AFCA611AD37DC87FDF70B9B8BC40n.jpg;Déplacement en taxi du siège de SAINT GOBIN vers la gare SNCF de BLOIS;Téléphone
06/11/2018;21.63;0246AFCA611AD37DC87FDF70B9B8BC40n.jpg;Déplacement en taxi du siège de SAINT GOBIN vers la gare SNCF de BLOIS;Timbre
06/11/2018;21.63;0246AFCA611AD37DC87FDF70B9B8BC40n.jpg;Déplacement en taxi du siège de SAINT GOBIN vers la gare SNCF de BLOIS;Fourniture 
06/11/2018;21.63;0246AFCA611AD37DC87FDF70B9B8BC40n.jpg;Déplacement en taxi du siège de SAINT GOBIN vers la gare SNCF de BLOIS;Autres
19/11/2018;108;03C7C5D90042B6C86D5BF5084C7D66B2A.JPG;Bureau ;Kilométriques
19/11/2018;108;03C7C5D90042B6C86D5BF5084C7D66B2A.JPG;Bureau ;Deplacement
19/11/2018;108;03C7C5D90042B6C86D5BF5084C7D66B2A.JPG;Bureau ;Hébergement
19/11/2018;108;03C7C5D90042B6C86D5BF5084C7D66B2A.JPG;Bureau ;Restaurant
19/11/2018;108;03C7C5D90042B6C86D5BF5084C7D66B2A.JPG;Bureau ;Téléphone
19/11/2018;108;03C7C5D90042B6C86D5BF5084C7D66B2A.JPG;Bureau ;Timbre
19/11/2018;108;03C7C5D90042B6C86D5BF5084C7D66B2A.JPG;Bureau ;Fourniture 
19/11/2018;108;03C7C5D90042B6C86D5BF5084C7D66B2A.JPG;Bureau ;Autres
19/11/2018;49.5;92B87C882C787AD8BBB3BA455806D90B1.jpg;Déjeuner avec Oualid BOUCHOUICHA( CP chez COGEDIM);Kilométriques
19/11/2018;49.5;92B87C882C787AD8BBB3BA455806D90B1.jpg;Déjeuner avec Oualid BOUCHOUICHA( CP chez COGEDIM);Deplacement
19/11/2018;49.5;92B87C882C787AD8BBB3BA455806D90B1.jpg;Déjeuner avec Oualid BOUCHOUICHA( CP chez COGEDIM);Hébergement
19/11/2018;49.5;92B87C882C787AD8BBB3BA455806D90B1.jpg;Déjeuner avec Oualid BOUCHOUICHA( CP chez COGEDIM);Restaurant
19/11/2018;49.5;92B87C882C787AD8BBB3BA455806D90B1.jpg;Déjeuner avec Oualid BOUCHOUICHA( CP chez COGEDIM);Téléphone
19/11/2018;49.5;92B87C882C787AD8BBB3BA455806D90B1.jpg;Déjeuner avec Oualid BOUCHOUICHA( CP chez COGEDIM);Timbre
19/11/2018;49.5;92B87C882C787AD8BBB3BA455806D90B1.jpg;Déjeuner avec Oualid BOUCHOUICHA( CP chez COGEDIM);Fourniture 
19/11/2018;49.5;92B87C882C787AD8BBB3BA455806D90B1.jpg;Déjeuner avec Oualid BOUCHOUICHA( CP chez COGEDIM);Autres
07/11/2018;37.2;D82A1BC5E482FB1579DF69AD93F3C2881.jpg;Déjeuner d’intégration. ;Kilométriques
07/11/2018;37.2;D82A1BC5E482FB1579DF69AD93F3C2881.jpg;Déjeuner d’intégration. ;Deplacement
07/11/2018;37.2;D82A1BC5E482FB1579DF69AD93F3C2881.jpg;Déjeuner d’intégration. ;Hébergement
07/11/2018;37.2;D82A1BC5E482FB1579DF69AD93F3C2881.jpg;Déjeuner d’intégration. ;Restaurant
07/11/2018;37.2;D82A1BC5E482FB1579DF69AD93F3C2881.jpg;Déjeuner d’intégration. ;Téléphone
07/11/2018;37.2;D82A1BC5E482FB1579DF69AD93F3C2881.jpg;Déjeuner d’intégration. ;Timbre
07/11/2018;37.2;D82A1BC5E482FB1579DF69AD93F3C2881.jpg;Déjeuner d’intégration. ;Fourniture 
07/11/2018;37.2;D82A1BC5E482FB1579DF69AD93F3C2881.jpg;Déjeuner d’intégration. ;Autres
09/11/2018;75;F597133460A48124810BD44317847B7E5.jpg;Suivi presta.;Kilométriques
09/11/2018;75;F597133460A48124810BD44317847B7E5.jpg;Suivi presta.;Deplacement
09/11/2018;75;F597133460A48124810BD44317847B7E5.jpg;Suivi presta.;Hébergement
09/11/2018;75;F597133460A48124810BD44317847B7E5.jpg;Suivi presta.;Restaurant
09/11/2018;75;F597133460A48124810BD44317847B7E5.jpg;Suivi presta.;Téléphone
09/11/2018;75;F597133460A48124810BD44317847B7E5.jpg;Suivi presta.;Timbre
09/11/2018;75;F597133460A48124810BD44317847B7E5.jpg;Suivi presta.;Fourniture 
09/11/2018;75;F597133460A48124810BD44317847B7E5.jpg;Suivi presta.;Autres
20/11/2018;46.6;5EB394582AB0315CA1AA1827779D01145.jpg;Entretien de suivi des collaborateurs - prise de contact;Kilométriques
20/11/2018;46.6;5EB394582AB0315CA1AA1827779D01145.jpg;Entretien de suivi des collaborateurs - prise de contact;Deplacement
20/11/2018;46.6;5EB394582AB0315CA1AA1827779D01145.jpg;Entretien de suivi des collaborateurs - prise de contact;Hébergement
20/11/2018;46.6;5EB394582AB0315CA1AA1827779D01145.jpg;Entretien de suivi des collaborateurs - prise de contact;Restaurant
20/11/2018;46.6;5EB394582AB0315CA1AA1827779D01145.jpg;Entretien de suivi des collaborateurs - prise de contact;Téléphone
20/11/2018;46.6;5EB394582AB0315CA1AA1827779D01145.jpg;Entretien de suivi des collaborateurs - prise de contact;Timbre
20/11/2018;46.6;5EB394582AB0315CA1AA1827779D01145.jpg;Entretien de suivi des collaborateurs - prise de contact;Fourniture 
20/11/2018;46.6;5EB394582AB0315CA1AA1827779D01145.jpg;Entretien de suivi des collaborateurs - prise de contact;Autres
21/11/2018;17.7;776C569BBBA74B16BF2D9B20C5920A9B5.jpg;Entretien de suivi des collaborateurs - prise de contact;Kilométriques
21/11/2018;17.7;776C569BBBA74B16BF2D9B20C5920A9B5.jpg;Entretien de suivi des collaborateurs - prise de contact;Deplacement
21/11/2018;17.7;776C569BBBA74B16BF2D9B20C5920A9B5.jpg;Entretien de suivi des collaborateurs - prise de contact;Hébergement
21/11/2018;17.7;776C569BBBA74B16BF2D9B20C5920A9B5.jpg;Entretien de suivi des collaborateurs - prise de contact;Restaurant
21/11/2018;17.7;776C569BBBA74B16BF2D9B20C5920A9B5.jpg;Entretien de suivi des collaborateurs - prise de contact;Téléphone
21/11/2018;17.7;776C569BBBA74B16BF2D9B20C5920A9B5.jpg;Entretien de suivi des collaborateurs - prise de contact;Timbre
21/11/2018;17.7;776C569BBBA74B16BF2D9B20C5920A9B5.jpg;Entretien de suivi des collaborateurs - prise de contact;Fourniture 
21/11/2018;17.7;776C569BBBA74B16BF2D9B20C5920A9B5.jpg;Entretien de suivi des collaborateurs - prise de contact;Autres
